city,state_name,lat,lng, population , population_proper ,density
Black Earth,Wisconsin,43.1344,-89.747,1415,1415,648
Mountain Village,Colorado,37.9323,-107.8578,1415,1415,161
Lakeshire,Missouri,38.5399,-90.3384,1415,1415,2451
Manton,Michigan,44.4115,-85.401,1415,1415,350
Stanton,Michigan,43.2928,-85.0789,1415,1415,254
Grand Isle,Louisiana,29.2134,-90.0306,1416,1416,85
Worthington,Indiana,39.1185,-86.9793,1416,1416,676
Centerfield,Utah,39.1275,-111.8189,1416,1416,299
Raleigh,Mississippi,32.0322,-89.5247,1416,1416,107
Gunter,Texas,33.4646,-96.7645,1417,1417,31
Clarks Green,Pennsylvania,41.5009,-75.6952,1418,1418,1026
Pemberville,Ohio,41.4096,-83.4587,1418,1418,457
Eagle River,Wisconsin,45.925,-89.2566,1419,1419,179
Grapeland,Texas,31.4943,-95.4802,1419,1419,275
Gardner,Illinois,41.193,-88.3147,1419,1419,188
Kincaid,Illinois,39.5868,-89.4166,1419,1419,671
Middleburgh,New York,42.598,-74.3298,1420,1420,439
Miller,South Dakota,44.5204,-98.9871,1420,1420,553
Hillsboro,Wisconsin,43.6559,-90.3365,1421,1421,390
Oblong,Illinois,39.0024,-87.911,1421,1421,494
Saint Leo,Florida,28.3372,-82.2586,1422,1422,403
Somerville,Texas,30.346,-96.5311,1422,1422,184
Mansura,Louisiana,31.0665,-92.0524,1422,1422,203
Perryville,Arkansas,35.0122,-92.8029,1422,1422,129
Helena,Oklahoma,36.5466,-98.2714,1422,1422,1489
Dawson,Minnesota,44.9287,-96.049,1422,1422,372
Parsons,West Virginia,39.0942,-79.6786,1423,1423,496
Grandview,Illinois,39.8175,-89.6182,1423,1423,1627
Cadott,Wisconsin,44.95,-91.1537,1424,1424,166
Montezuma,Iowa,41.5833,-92.5274,1424,1424,221
Wellman,Iowa,41.4693,-91.8354,1424,1424,517
Cheswold,Delaware,39.2224,-75.5911,1425,1425,427
Tracy City,Tennessee,35.262,-85.7518,1425,1425,114
Paonia,Colorado,38.8698,-107.5914,1425,1425,640
Greenwich,Ohio,41.0318,-82.5198,1425,1425,362
Dassel,Minnesota,45.0829,-94.3141,1425,1425,338
Cornell,Wisconsin,45.1632,-91.1498,1426,1426,145
Brocton,New York,42.3899,-79.4429,1426,1426,322
Langhorne Manor,Pennsylvania,40.1658,-74.9174,1426,1426,920
Westport,Indiana,39.1772,-85.5751,1426,1426,417
Silver Lake,Kansas,39.0993,-95.8562,1426,1426,953
South Coatesville,Pennsylvania,39.969,-75.8135,1427,1427,317
Gridley,Illinois,40.7439,-88.8806,1427,1427,446
Kingsley,Iowa,42.5865,-95.9678,1427,1427,342
Towanda,Kansas,37.7965,-96.9919,1427,1427,518
Vanceburg,Kentucky,38.5938,-83.3211,1427,1427,462
Marmet,West Virginia,38.2458,-81.5712,1429,1429,433
Lithopolis,Ohio,39.8113,-82.8157,1429,1429,249
Linn,Missouri,38.4788,-91.845,1429,1429,473
Pleak,Texas,29.4852,-95.8097,1430,1430,284
Port Gibson,Mississippi,31.9558,-90.9834,1430,1430,314
Young Harris,Georgia,34.9355,-83.8471,1431,1431,520
Madison,Minnesota,45.0127,-96.1886,1432,1432,525
Shortsville,New York,42.9555,-77.2234,1433,1433,828
South Palm Beach,Florida,26.5899,-80.0391,1434,1434,4487
Bruceton,Tennessee,36.034,-88.2469,1434,1434,292
Irwindale,California,34.1121,-117.9637,1434,1434,62
Bremen,Ohio,39.7059,-82.4296,1434,1434,642
Alvord,Texas,33.3569,-97.696,1435,1435,363
New Beaver,Pennsylvania,40.8773,-80.3702,1436,1436,38
Sun Valley,Idaho,43.6839,-114.3336,1436,1436,58
Montello,Wisconsin,43.7938,-89.3335,1437,1437,291
Huntington Bay,New York,40.9014,-73.4163,1437,1437,555
Malvern,Alabama,31.1428,-85.521,1437,1437,39
Fort Recovery,Ohio,40.4113,-84.7761,1437,1437,490
Forest,Ohio,40.8064,-83.5114,1437,1437,345
Winfield,Missouri,38.9944,-90.7437,1437,1437,866
Standish,Michigan,43.9792,-83.9631,1437,1437,257
Kilmarnock,Virginia,37.7118,-76.3834,1438,1438,162
Kittitas,Washington,46.9844,-120.4198,1439,1439,765
Mullens,West Virginia,37.5812,-81.3855,1439,1439,302
Copper Canyon,Texas,33.0961,-97.0975,1439,1439,123
North Lewisburg,Ohio,40.2206,-83.5583,1439,1439,482
Richmond,Minnesota,45.4556,-94.5154,1439,1439,525
Ringgold,Louisiana,32.3261,-93.2837,1441,1441,240
Plandome,New York,40.8069,-73.6996,1441,1441,1124
Monrovia,Indiana,39.5842,-86.4791,1441,1441,314
Apache,Oklahoma,34.8938,-98.3581,1441,1441,276
Beaver,Oklahoma,36.8151,-100.5235,1441,1441,481
Exmore,Virginia,37.5295,-75.8283,1442,1442,213
West Baraboo,Wisconsin,43.4815,-89.7719,1442,1442,466
Philo,Illinois,40.0032,-88.1565,1442,1442,673
Sackets Harbor,New York,43.9418,-76.1182,1443,1443,241
Lake Waccamaw,North Carolina,34.314,-78.5116,1444,1444,201
Pilot Mountain,North Carolina,36.3858,-80.473,1444,1444,278
Arma,Kansas,37.5429,-94.7023,1444,1444,498
Dover,Tennessee,36.4818,-87.8436,1445,1445,147
Pittsville,Maryland,38.3947,-75.4089,1445,1445,331
Glendale,West Virginia,39.9466,-80.7564,1446,1446,656
Sweet Springs,Missouri,38.965,-93.4152,1446,1446,335
Coloma,Michigan,42.1864,-86.3083,1446,1446,629
Mound Bayou,Mississippi,33.8808,-90.728,1446,1446,636
Wolfe City,Texas,33.3705,-96.0688,1447,1447,394
Fair Grove,Missouri,37.3833,-93.1522,1447,1447,175
Glade Spring,Virginia,36.7899,-81.7725,1448,1448,458
Depoe Bay,Oregon,44.8091,-124.0599,1448,1448,308
Brooklyn,Wisconsin,42.8525,-89.3723,1450,1450,503
Bonduel,Wisconsin,44.7382,-88.4474,1450,1450,239
Ash Grove,Missouri,37.3177,-93.581,1450,1450,460
Leoti,Kansas,38.4833,-101.3574,1450,1450,426
Rotan,Texas,32.854,-100.4655,1451,1451,276
Edison,Georgia,31.5608,-84.7374,1451,1451,239
Bryson City,North Carolina,35.4262,-83.4474,1452,1452,256
State Center,Iowa,42.0149,-93.1652,1452,1452,568
Chesterfield,South Carolina,34.733,-80.078,1452,1452,138
Edgar,Wisconsin,44.9227,-89.9627,1454,1454,309
Logan,Iowa,41.6453,-95.7917,1454,1454,559
Clarendon,Arkansas,34.6937,-91.3065,1455,1455,307
Manning,Iowa,41.9092,-95.0642,1455,1455,225
Hill City,Kansas,39.3672,-99.8461,1455,1455,562
Bells,Texas,33.6166,-96.4126,1456,1456,251
Oakdale,Pennsylvania,40.4001,-80.1873,1456,1456,1198
Jackson Center,Ohio,40.4385,-84.0405,1456,1456,338
Fort Benton,Montana,47.8291,-110.6557,1456,1456,245
Coalville,Utah,40.9152,-111.3942,1457,1457,169
Ortonville,Michigan,42.851,-83.4427,1457,1457,573
Newton,Alabama,31.3423,-85.5893,1459,1459,39
Walford,Iowa,41.8796,-91.8305,1459,1459,581
Burton,Ohio,41.4708,-81.1456,1459,1459,537
Cleveland,Wisconsin,43.9177,-87.7469,1460,1460,284
Baldwin,Florida,30.3051,-81.9737,1460,1460,277
Seven Points,Texas,32.3291,-96.2142,1460,1460,204
Cuba,New York,42.2183,-78.2752,1460,1460,463
Mancos,Colorado,37.3466,-108.2939,1460,1460,883
Hurley,Wisconsin,46.4465,-90.1991,1461,1461,164
Woodward,Iowa,41.8523,-93.9208,1461,1461,156
Biltmore Forest,North Carolina,35.5348,-82.5403,1462,1462,193
Girardville,Pennsylvania,40.7922,-76.283,1462,1462,1090
Johnson,Vermont,44.6366,-72.6786,1462,1462,483
Lambert,Mississippi,34.2006,-90.2845,1462,1462,667
Arlington,Ohio,40.8939,-83.6529,1463,1463,702
Somerset,Ohio,39.8064,-82.2995,1463,1463,484
Pinebluff,North Carolina,35.1087,-79.4712,1464,1464,218
Castleton-on-Hudson,New York,42.5332,-73.7492,1464,1464,792
Colmar Manor,Maryland,38.9305,-76.944,1464,1464,1205
Marble Hill,Missouri,37.3032,-89.9808,1464,1464,341
Pine Prairie,Louisiana,30.7818,-92.4223,1465,1465,350
Macedon,New York,43.0683,-77.3036,1465,1465,461
Akron,Iowa,42.8268,-96.5571,1465,1465,457
Queen City,Texas,33.1507,-94.1524,1466,1466,159
Laflin,Pennsylvania,41.2896,-75.7942,1466,1466,419
Darmstadt,Indiana,38.0938,-87.5793,1466,1466,125
Morris,Oklahoma,35.6152,-95.8624,1466,1466,513
Bel-Nor,Missouri,38.7017,-90.3179,1466,1466,889
Birch Run,Michigan,43.2503,-83.7911,1466,1466,300
Runaway Bay,Texas,33.1773,-97.871,1467,1467,224
Rainelle,West Virginia,37.9678,-80.7717,1468,1468,508
Fox Lake,Wisconsin,43.5618,-88.9131,1469,1469,363
Urbana,Iowa,42.2283,-91.8873,1469,1469,257
Ackerman,Mississippi,33.311,-89.1711,1469,1469,252
Quinlan,Texas,32.9089,-96.1319,1470,1470,428
Burns,Tennessee,36.0501,-87.2977,1470,1470,151
Clio,Alabama,31.7085,-85.6109,1470,1470,56
West Liberty,West Virginia,40.1647,-80.5972,1471,1471,520
Claycomo,Missouri,39.1989,-94.4794,1471,1471,222
Roaming Shores,Ohio,41.6366,-80.8249,1472,1472,270
Dixon,Missouri,37.9952,-92.0956,1472,1472,544
Chatham,Virginia,36.8185,-79.3967,1473,1473,280
Iota,Louisiana,30.326,-92.4956,1473,1473,447
Tarkio,Missouri,40.443,-95.3835,1473,1473,410
Windsor,Pennsylvania,39.9163,-76.5841,1474,1474,1037
Roxana,Illinois,38.8315,-90.0465,1474,1474,78
Culver,Oregon,44.5232,-121.211,1474,1474,822
North Redington Beach,Florida,27.8214,-82.8186,1475,1475,2153
Stacy,Minnesota,45.3834,-92.9935,1475,1475,179
Whitmire,South Carolina,34.5041,-81.6144,1475,1475,460
